tool,execution_id,project,caller_class,callee_class,type,covered_lines,total_lines,line_coverage_perc,killed_mutants,total_mutants,mutation_coverage_perc
evosuite-caller5,1,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,call,83,83,100,141,283,50
randoop,1,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,call,2,83,2,0,283,0
randoop-callee5,1,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,call,2,83,2,0,283,0
randoop-caller5,1,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,call,0,,0,0,,0
cling,1,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,call,0,220,0,0,893,0
evosuite-callee5,1,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,call,217,220,99,653,893,73
evosuite-caller5,1,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,call,217,220,99,663,893,74
randoop,1,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,call,0,190,0,0,509,0
randoop-callee5,1,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,call,164,220,75,570,893,64
randoop-caller5,1,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,call,4,220,2,27,893,3
cling,1,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,call,0,220,0,0,893,0
evosuite-callee5,1,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,call,217,220,99,653,893,73
evosuite-caller5,1,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,call,217,220,99,653,893,73
randoop,1,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,call,0,190,0,0,509,0
randoop-callee5,1,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,call,164,220,75,570,893,64
randoop-caller5,1,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,call,0,220,0,0,893,0
cling,1,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,call,0,220,0,0,893,0
evosuite-callee5,1,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,call,217,220,99,653,893,73
evosuite-caller5,1,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,call,217,220,99,653,893,73
randoop,1,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,call,0,190,0,0,509,0
randoop-callee5,1,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,call,164,220,75,570,893,64
randoop-caller5,1,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,call,1,220,0,13,893,1
cling,1,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,call,107,141,76,155,305,51
evosuite-callee5,1,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,call,141,141,100,162,305,53
evosuite-caller5,1,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,call,141,141,100,166,305,54
randoop,1,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,call,138,141,98,251,305,82
randoop-callee5,1,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,call,138,141,98,251,305,82
randoop-caller5,1,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,call,38,141,27,39,305,13
cling,1,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,call,92,128,72,339,635,53
evosuite-callee5,1,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,call,118,128,92,400,635,63
evosuite-caller5,1,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,call,24,128,19,21,635,3
randoop,1,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,call,0,190,0,0,509,0
randoop-callee5,1,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,call,121,128,95,441,635,69
randoop-caller5,1,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,call,21,128,16,15,635,2
cling,1,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,call,76,415,18,112,1175,10
evosuite-callee5,1,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,call,413,415,100,772,1175,66
evosuite-caller5,1,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,call,413,415,100,774,1175,66
randoop,1,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,call,0,190,0,0,509,0
randoop-callee5,1,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,call,350,415,84,798,1175,68
randoop-caller5,1,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,call,80,415,19,111,1175,9
cling,1,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,call,60,91,66,44,131,34
evosuite-callee5,1,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,call,77,91,85,38,131,29
evosuite-caller5,1,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,call,55,91,60,49,131,37
randoop,1,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,call,0,91,0,0,131,0
randoop-callee5,1,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,call,0,,0,0,,0
randoop-caller5,1,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,call,0,91,0,0,131,0
cling,1,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,call,58,70,83,74,188,39
evosuite-callee5,1,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,call,45,70,64,42,188,22
evosuite-caller5,1,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,call,51,70,73,55,188,29
randoop,1,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,call,20,70,29,11,188,6
randoop-callee5,1,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,call,0,,0,0,,0
randoop-caller5,1,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,call,20,70,29,11,188,6
cling,1,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,call,33,50,66,22,117,19
evosuite-callee5,1,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,call,35,50,70,47,117,40
evosuite-caller5,1,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,call,35,50,70,50,117,43
randoop,1,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,call,28,50,56,42,117,36
randoop-callee5,1,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,call,28,50,56,42,117,36
randoop-caller5,1,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,call,8,50,16,2,117,2
cling,1,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,call,29,53,55,20,127,16
evosuite-callee5,1,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,call,51,53,96,78,127,61
evosuite-caller5,1,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,call,51,53,96,83,127,65
randoop,1,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,call,0,190,0,0,509,0
randoop-callee5,1,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,call,51,53,96,119,127,94
randoop-caller5,1,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,call,30,53,57,28,127,22
cling,1,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,call,44,140,31,36,363,10
evosuite-callee5,1,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,call,0,140,0,0,363,0
evosuite-caller5,1,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,call,43,140,31,37,363,10
randoop,1,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,call,0,190,0,0,509,0
randoop-callee5,1,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,call,128,140,91,284,363,78
randoop-caller5,1,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,call,44,140,31,66,363,18
cling,1,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.Vector3D,call,61,83,73,147,294,50
evosuite-callee5,1,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.Vector3D,call,83,83,100,214,294,73
evosuite-caller5,1,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.Vector3D,call,83,83,100,219,294,74
randoop,1,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.Vector3D,call,83,83,100,280,294,95
randoop-callee5,1,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.Vector3D,call,82,83,99,257,294,87
randoop-caller5,1,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.Vector3D,call,24,83,29,38,294,13
cling,1,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.CardanEulerSingularityException,call,2,2,100,0,4,0
evosuite-callee5,1,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.CardanEulerSingularityException,call,2,2,100,0,4,0
evosuite-caller5,1,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.CardanEulerSingularityException,call,2,2,100,0,4,0
randoop,1,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.CardanEulerSingularityException,call,0,190,0,0,509,0
randoop-callee5,1,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.CardanEulerSingularityException,call,2,2,100,4,4,100
randoop-caller5,1,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.CardanEulerSingularityException,call,2,2,100,0,4,0
cling,1,lang,org.apache.commons.lang3.text.translate.UnicodeEscaper,org.apache.commons.lang3.text.translate.CharSequenceTranslator,sub/super,17,28,61,34,76,45
evosuite-callee5,1,lang,org.apache.commons.lang3.text.translate.UnicodeEscaper,org.apache.commons.lang3.text.translate.CharSequenceTranslator,sub/super,26,28,93,41,76,54
evosuite-caller5,1,lang,org.apache.commons.lang3.text.translate.UnicodeEscaper,org.apache.commons.lang3.text.translate.CharSequenceTranslator,sub/super,26,28,93,45,76,59
randoop,1,lang,org.apache.commons.lang3.text.translate.UnicodeEscaper,org.apache.commons.lang3.text.translate.CharSequenceTranslator,sub/super,25,28,89,61,76,80
randoop-callee5,1,lang,org.apache.commons.lang3.text.translate.UnicodeEscaper,org.apache.commons.lang3.text.translate.CharSequenceTranslator,sub/super,0,,0,0,,0
randoop-caller5,1,lang,org.apache.commons.lang3.text.translate.UnicodeEscaper,org.apache.commons.lang3.text.translate.CharSequenceTranslator,sub/super,25,28,89,62,76,82
cling,1,lang,org.apache.commons.lang3.text.StrMatcher,org.apache.commons.lang3.text.StrMatcher$CharMatcher,sub/super,3,4,75,0,7,0
evosuite-callee5,1,lang,org.apache.commons.lang3.text.StrMatcher,org.apache.commons.lang3.text.StrMatcher$CharMatcher,sub/super,0,4,0,0,7,0
evosuite-caller5,1,lang,org.apache.commons.lang3.text.StrMatcher,org.apache.commons.lang3.text.StrMatcher$CharMatcher,sub/super,4,4,100,6,7,86
randoop,1,lang,org.apache.commons.lang3.text.StrMatcher,org.apache.commons.lang3.text.StrMatcher$CharMatcher,sub/super,4,4,100,7,7,100
randoop-callee5,1,lang,org.apache.commons.lang3.text.StrMatcher,org.apache.commons.lang3.text.StrMatcher$CharMatcher,sub/super,0,,0,0,,0
randoop-caller5,1,lang,org.apache.commons.lang3.text.StrMatcher,org.apache.commons.lang3.text.StrMatcher$CharMatcher,sub/super,0,,0,0,,0
cling,1,lang,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,org.apache.commons.lang3.concurrent.BackgroundInitializer,sub/super,26,33,79,49,63,78
evosuite-callee5,1,lang,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,org.apache.commons.lang3.concurrent.BackgroundInitializer,sub/super,0,33,0,0,63,0
evosuite-caller5,1,lang,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,org.apache.commons.lang3.concurrent.BackgroundInitializer,sub/super,24,33,73,41,63,65
randoop,1,lang,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,org.apache.commons.lang3.concurrent.BackgroundInitializer,sub/super,29,33,88,49,63,78
randoop-callee5,1,lang,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,org.apache.commons.lang3.concurrent.BackgroundInitializer,sub/super,0,,0,0,,0
randoop-caller5,1,lang,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,org.apache.commons.lang3.concurrent.BackgroundInitializer,sub/super,29,33,88,48,63,76
cling,1,lang,org.apache.commons.lang3.builder.ReflectionToStringBuilder,org.apache.commons.lang3.builder.ToStringBuilder,sub/super,30,132,23,49,222,22
evosuite-callee5,1,lang,org.apache.commons.lang3.builder.ReflectionToStringBuilder,org.apache.commons.lang3.builder.ToStringBuilder,sub/super,126,132,95,176,222,79
evosuite-caller5,1,lang,org.apache.commons.lang3.builder.ReflectionToStringBuilder,org.apache.commons.lang3.builder.ToStringBuilder,sub/super,126,132,95,170,222,77
randoop,1,lang,org.apache.commons.lang3.builder.ReflectionToStringBuilder,org.apache.commons.lang3.builder.ToStringBuilder,sub/super,131,132,99,195,222,88
randoop-callee5,1,lang,org.apache.commons.lang3.builder.ReflectionToStringBuilder,org.apache.commons.lang3.builder.ToStringBuilder,sub/super,131,132,99,207,222,93
randoop-caller5,1,lang,org.apache.commons.lang3.builder.ReflectionToStringBuilder,org.apache.commons.lang3.builder.ToStringBuilder,sub/super,130,132,98,204,222,92
cling,1,lang,org.apache.commons.lang3.CharUtils,org.apache.commons.lang3.StringUtils,call,22,1245,2,4,4172,0
evosuite-callee5,1,lang,org.apache.commons.lang3.CharUtils,org.apache.commons.lang3.StringUtils,call,1199,1245,96,3157,4172,76
evosuite-caller5,1,lang,org.apache.commons.lang3.CharUtils,org.apache.commons.lang3.StringUtils,call,1199,1245,96,3156,4172,76
randoop,1,lang,org.apache.commons.lang3.CharUtils,org.apache.commons.lang3.StringUtils,call,1090,1245,88,3194,4172,77
randoop-callee5,1,lang,org.apache.commons.lang3.CharUtils,org.apache.commons.lang3.StringUtils,call,1059,1245,85,2943,4172,71
randoop-caller5,1,lang,org.apache.commons.lang3.CharUtils,org.apache.commons.lang3.StringUtils,call,22,1245,2,10,4172,0
cling,1,lang,org.apache.commons.lang3.ClassUtils,org.apache.commons.lang3.StringUtils,call,0,1245,0,0,4172,0
evosuite-callee5,1,lang,org.apache.commons.lang3.ClassUtils,org.apache.commons.lang3.StringUtils,call,1199,1245,96,3157,4172,76
evosuite-caller5,1,lang,org.apache.commons.lang3.ClassUtils,org.apache.commons.lang3.StringUtils,call,1199,1245,96,3158,4172,76
randoop,1,lang,org.apache.commons.lang3.ClassUtils,org.apache.commons.lang3.StringUtils,call,1107,1245,89,3187,4172,76
randoop-callee5,1,lang,org.apache.commons.lang3.ClassUtils,org.apache.commons.lang3.StringUtils,call,1059,1245,85,2943,4172,71
randoop-caller5,1,lang,org.apache.commons.lang3.ClassUtils,org.apache.commons.lang3.StringUtils,call,32,1245,3,14,4172,0
cling,1,lang,org.apache.commons.lang3.builder.ToStringStyle,org.apache.commons.lang3.ClassUtils,call,45,272,17,36,830,4
evosuite-callee5,1,lang,org.apache.commons.lang3.builder.ToStringStyle,org.apache.commons.lang3.ClassUtils,call,253,272,93,637,830,77
evosuite-caller5,1,lang,org.apache.commons.lang3.builder.ToStringStyle,org.apache.commons.lang3.ClassUtils,call,253,272,93,637,830,77
randoop,1,lang,org.apache.commons.lang3.builder.ToStringStyle,org.apache.commons.lang3.ClassUtils,call,169,272,62,331,830,40
randoop-callee5,1,lang,org.apache.commons.lang3.builder.ToStringStyle,org.apache.commons.lang3.ClassUtils,call,182,272,67,393,830,47
randoop-caller5,1,lang,org.apache.commons.lang3.builder.ToStringStyle,org.apache.commons.lang3.ClassUtils,call,0,,0,0,,0
cling,1,lang,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.ArrayUtils,call,20,1009,2,9,3057,0
evosuite-callee5,1,lang,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.ArrayUtils,call,1003,1009,99,2550,3057,83
evosuite-caller5,1,lang,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.ArrayUtils,call,1003,1009,99,2554,3057,84
randoop,1,lang,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.ArrayUtils,call,1001,1009,99,2789,3057,91
randoop-callee5,1,lang,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.ArrayUtils,call,966,1009,96,2573,3057,84
randoop-caller5,1,lang,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.ArrayUtils,call,31,1009,3,31,3057,1
cling,1,lang,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.StringUtils,call,0,1245,0,0,4172,0
evosuite-callee5,1,lang,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.StringUtils,call,1199,1245,96,3157,4172,76
evosuite-caller5,1,lang,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.StringUtils,call,1199,1245,96,3156,4172,76
